tileswide 38
tileshigh 56
tilewidth 32
tileheight 32

layer 0
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,23,23,23,23,23,23,23,23,19,19,19,19,19,19,19,19,19,19,19,19,19,
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,23,23,19,19,19,19,19,19,23,19,19,19,19,19,19,19,19,19,19,19,19,19,
19,19,19,19,19,19,19,19,19,19,19,23,19,19,19,19,23,19,19,19,19,23,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,
23,19,19,19,19,19,19,19,19,19,19,23,19,19,19,23,23,19,19,19,19,23,23,23,23,23,19,19,19,19,19,19,19,19,19,19,19,19,
23,19,19,19,19,19,19,19,19,19,19,19,23,23,23,23,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,
23,19,19,19,19,19,19,19,19,19,19,19,23,23,23,19,19,19,23,23,23,23,19,19,19,19,19,23,23,19,19,19,19,19,19,19,19,19,
23,19,19,19,23,19,19,19,19,19,19,19,19,19,19,19,19,19,23,23,23,23,19,19,19,19,19,23,19,19,19,19,19,19,19,19,19,19,
23,19,19,19,23,33,32,32,32,32,32,32,32,32,32,32,32,32,32,31,23,23,19,19,23,23,19,23,19,19,19,19,19,19,19,19,19,19,
23,19,19,23,23,30,24,24,24,24,24,24,24,24,23,24,24,24,24,23,23,23,23,19,19,19,19,23,19,19,19,19,19,19,19,19,19,19,
23,23,19,23,23,23,23,23,23,23,28,28,28,28,23,28,28,24,24,23,23,23,23,19,23,19,19,23,19,19,19,23,19,19,19,19,19,19,
23,23,19,19,19,19,19,19,19,19,19,19,19,19,23,19,19,30,24,23,23,23,23,19,23,19,19,23,19,19,19,23,23,19,19,19,19,19,
23,23,19,19,19,19,19,19,19,19,23,19,19,19,23,19,19,30,24,26,23,23,23,19,23,23,19,23,19,19,19,19,23,23,19,19,19,19,
23,23,19,19,19,23,23,23,23,23,23,19,19,19,19,19,23,24,24,23,23,23,23,19,19,19,19,23,23,19,19,19,19,23,19,19,19,19,
23,23,19,19,19,23,23,23,23,17,16,23,23,23,23,23,19,30,24,26,23,23,23,19,19,19,19,23,23,19,23,19,19,23,19,19,19,19,
23,23,19,19,19,23,23,19,17,0,0,23,0,0,19,23,23,30,24,26,23,23,23,23,19,19,23,23,19,19,23,19,19,23,19,19,19,19,
23,23,19,19,19,23,23,19,11,0,0,23,0,0,19,19,23,30,24,23,23,23,23,23,19,23,23,19,19,19,23,19,23,19,19,19,19,19,
23,23,19,19,19,23,23,19,12,13,13,23,13,14,19,19,23,30,24,23,23,23,23,23,19,23,23,19,19,19,23,19,23,19,19,19,19,19,
23,23,16,18,19,23,23,19,19,19,19,23,19,19,23,19,23,30,24,26,23,23,23,23,19,19,23,19,19,19,23,19,23,19,19,19,19,19,
23,23,0,3,10,10,10,10,18,19,19,23,19,19,19,19,23,23,24,26,19,23,23,23,19,19,23,19,19,23,23,19,23,19,19,19,19,19,
23,23,0,15,19,19,19,19,9,19,19,23,19,19,23,19,19,30,24,26,19,23,23,23,19,19,23,23,19,23,19,19,23,23,19,19,19,19,
23,23,0,15,19,23,23,23,23,23,23,23,19,19,23,19,19,23,24,26,23,23,23,23,19,19,19,23,19,19,23,23,23,23,19,19,19,19,
23,23,0,15,19,23,10,10,10,19,33,32,31,19,19,19,19,30,24,26,19,19,19,19,19,19,19,23,23,19,19,19,23,23,23,19,19,19,
23,23,0,15,19,19,19,19,9,19,30,24,23,24,23,23,23,23,24,24,32,32,32,32,32,32,31,19,19,23,23,23,23,23,23,23,19,19,
23,23,0,15,19,19,19,19,9,19,30,24,23,24,23,24,24,24,24,24,23,24,24,24,24,24,27,19,19,19,19,19,19,19,23,23,19,19,
23,23,0,15,19,19,33,31,19,23,23,24,24,24,24,24,24,24,24,23,23,24,24,24,24,27,19,19,19,19,19,19,19,19,23,19,19,19,
